#         t          x          y          z         vx         vy         vz
      9.191     36.034     73.064     62.381    100.567     84.771     82.918
      9.192     36.135     73.149     62.464    100.414     84.487     82.670
      9.193     36.235     73.233     62.547    100.262     84.203     82.423
      9.194     36.335     73.317     62.629    100.109     83.919     82.177
      9.195     36.435     73.401     62.711     99.957     83.636     81.931
      9.196     36.535     73.485     62.793     99.804     83.354     81.685
      9.197     36.635     73.568     62.874     99.652     83.073     81.440
      9.198     36.734     73.651     62.956     99.500     82.792     81.196
      9.199     36.834     73.733     63.037     99.347     82.511     80.951
      9.200     36.933     73.816     63.118     99.195     82.232     80.708
      9.201     37.032     73.898     63.198     99.043     81.952     80.465
      9.202     37.131     73.980     63.278     98.892     81.674     80.222
      9.203     37.230     74.061     63.359     98.740     81.396     79.980
      9.204     37.329     74.142     63.438     98.588     81.119     79.738
      9.205     37.427     74.223     63.518     98.437     80.842     79.497
      9.206     37.526     74.304     63.597     98.285     80.566     79.257
      9.207     37.624     74.384     63.677     98.134     80.290     79.016
      9.208     37.722     74.465     63.755     97.982     80.015     78.777
      9.209     37.820     74.545     63.834     97.831     79.740     78.537
      9.210     37.917     74.624     63.913     97.680     79.467     78.298
      9.211     38.015     74.703     63.991     97.529     79.193     78.060
      9.212     38.113     74.783     64.069     97.378     78.920     77.822
      9.213     38.210     74.861     64.146     97.227     78.648     77.585
      9.214     38.307     74.940     64.224     97.076     78.377     77.348
      9.215     38.404     75.018     64.301     96.925     78.106     77.111
      9.216     38.501     75.096     64.378     96.775     77.835     76.875
      9.217     38.598     75.174     64.455     96.624     77.565     76.639
      9.218     38.694     75.251     64.531     96.473     77.296     76.404
      9.219     38.790     75.328     64.608     96.323     77.027     76.169
      9.220     38.887     75.405     64.684     96.173     76.758     75.935
      9.221     38.983     75.482     64.759     96.022     76.491     75.701
      9.222     39.079     75.558     64.835     95.872     76.223     75.467
      9.223     39.175     75.634     64.910     95.722     75.957     75.234
      9.224     39.270     75.710     64.986     95.572     75.690     75.002
      9.225     39.366     75.786     65.060     95.422     75.425     74.769
      9.226     39.461     75.861     65.135     95.272     75.160     74.538
      9.227     39.556     75.936     65.209     95.123     74.895     74.306
      9.228     39.651     76.011     65.284     94.973     74.631     74.075
      9.229     39.746     76.085     65.358     94.823     74.367     73.845
      9.230     39.841     76.159     65.431     94.674     74.104     73.615
      9.231     39.936     76.233     65.505     94.524     73.842     73.385
      9.232     40.030     76.307     65.578     94.375     73.580     73.156
      9.233     40.124     76.381     65.651     94.226     73.318     72.927
      9.234     40.218     76.454     65.724     94.076     73.057     72.699
      9.235     40.312     76.527     65.797     93.927     72.797     72.471
      9.236     40.406     76.599     65.869     93.778     72.537     72.243
      9.237     40.500     76.672     65.941     93.629     72.277     72.016
      9.238     40.594     76.744     66.013     93.480     72.018     71.789
      9.239     40.687     76.816     66.085     93.331     71.760     71.562
      9.240     40.780     76.887     66.156     93.183     71.502     71.336
      9.241     40.873     76.959     66.227     93.034     71.244     71.111
      9.242     40.966     77.030     66.298     92.885     70.987     70.885
      9.243     41.059     77.101     66.369     92.737     70.730     70.661
      9.244     41.152     77.171     66.440     92.588     70.474     70.436
      9.245     41.244     77.242     66.510     92.440     70.219     70.212
      9.246     41.337     77.312     66.580     92.292     69.963     69.988
      9.247     41.429     77.382     66.650     92.143     69.709     69.765
      9.248     41.521     77.451     66.720     91.995     69.455     69.542
      9.249     41.613     77.521     66.789     91.847     69.201     69.319
      9.250     41.705     77.590     66.858     91.699     68.948     69.097
      9.251     41.796     77.658     66.927     91.551     68.695     68.875
      9.252     41.888     77.727     66.996     91.403     68.442     68.654
      9.253     41.979     77.795     67.065     91.255     68.191     68.433
      9.254     42.070     77.863     67.133     91.108     67.939     68.212
      9.255     42.161     77.931     67.201     90.960     67.688     67.992
      9.256     42.252     77.999     67.269     90.812     67.438     67.772
      9.257     42.343     78.066     67.336     90.665     67.188     67.552
      9.258     42.434     78.133     67.404     90.517     66.938     67.333
      9.259     42.524     78.200     67.471     90.370     66.689     67.114
      9.260     42.614     78.267     67.538     90.222     66.440     66.896
      9.261     42.704     78.333     67.605     90.075     66.192     66.678
      9.262     42.794     78.399     67.672     89.928     65.944     66.460
      9.263     42.884     78.465     67.738     89.781     65.697     66.242
      9.264     42.974     78.530     67.804     89.634     65.450     66.025
      9.265     43.064     78.596     67.870     89.487     65.203     65.808
      9.266     43.153     78.661     67.936     89.340     64.957     65.592
      9.267     43.242     78.726     68.001     89.193     64.711     65.376
      9.268     43.331     78.790     68.066     89.046     64.466     65.160
      9.269     43.420     78.855     68.131     88.899     64.221     64.945
      9.270     43.509     78.919     68.196     88.753     63.977     64.730
      9.271     43.598     78.982     68.261     88.606     63.733     64.515
      9.272     43.686     79.046     68.325     88.460     63.489     64.301
      9.273     43.775     79.109     68.389     88.313     63.246     64.087
      9.274     43.863     79.173     68.453     88.167     63.003     63.873
      9.275     43.951     79.235     68.517     88.020     62.761     63.660
      9.276     44.039     79.298     68.581     87.874     62.519     63.447
      9.277     44.127     79.360     68.644     87.728     62.278     63.234
      9.278     44.214     79.423     68.707     87.582     62.037     63.022
      9.279     44.302     79.485     68.770     87.435     61.796     62.810
      9.280     44.389     79.546     68.833     87.289     61.556     62.598
      9.281     44.477     79.608     68.895     87.143     61.316     62.387
      9.282     44.564     79.669     68.958     86.997     61.076     62.176
      9.283     44.651     79.730     69.020     86.852     60.837     61.965
      9.284     44.737     79.791     69.082     86.706     60.599     61.754
      9.285     44.824     79.851     69.143     86.560     60.360     61.544
      9.286     44.910     79.911     69.205     86.414     60.122     61.335
      9.287     44.997     79.971     69.266     86.269     59.885     61.125
      9.288     45.083     80.031     69.327     86.123     59.648     60.916
      9.289     45.169     80.091     69.388     85.978     59.411     60.707
      9.290     45.255     80.150     69.448     85.832     59.175     60.499
      9.291     45.341     80.209     69.509     85.687     58.939     60.290
      9.292     45.426     80.268     69.569     85.541     58.703     60.083
      9.293     45.512     80.326     69.629     85.396     58.468     59.875
      9.294     45.597     80.385     69.689     85.251     58.233     59.668
      9.295     45.682     80.443     69.748     85.106     57.999     59.461
      9.296     45.767     80.501     69.808     84.961     57.765     59.254
      9.297     45.852     80.558     69.867     84.816     57.531     59.048
      9.298     45.937     80.616     69.926     84.671     57.298     58.841
      9.299     46.022     80.673     69.984     84.526     57.065     58.636
      9.300     46.106     80.730     70.043     84.381     56.832     58.430
      9.301     46.190     80.787     70.101     84.236     56.600     58.225
      9.302     46.274     80.843     70.159     84.091     56.368     58.020
      9.303     46.358     80.899     70.217     83.946     56.137     57.815
      9.304     46.442     80.955     70.275     83.802     55.906     57.611
      9.305     46.526     81.011     70.333     83.657     55.675     57.407
      9.306     46.610     81.067     70.390     83.512     55.445     57.203
      9.307     46.693     81.122     70.447     83.368     55.214     57.000
      9.308     46.776     81.177     70.504     83.223     54.985     56.797
      9.309     46.860     81.232     70.561     83.079     54.755     56.594
      9.310     46.943     81.287     70.617     82.934     54.526     56.391
      9.311     47.025     81.341     70.673     82.790     54.298     56.189
      9.312     47.108     81.395     70.729     82.646     54.070     55.987
      9.313     47.191     81.449     70.785     82.502     53.842     55.785
      9.314     47.273     81.503     70.841     82.357     53.614     55.584
      9.315     47.355     81.556     70.896     82.213     53.387     55.383
      9.316     47.438     81.610     70.952     82.069     53.160     55.182
      9.317     47.520     81.663     71.007     81.925     52.933     54.981
      9.318     47.601     81.716     71.062     81.781     52.707     54.781
      9.319     47.683     81.768     71.116     81.637     52.481     54.580
      9.320     47.765     81.821     71.171     81.493     52.256     54.381
      9.321     47.846     81.873     71.225     81.349     52.030     54.181
      9.322     47.927     81.925     71.279     81.206     51.806     53.982
      9.323     48.009     81.976     71.333     81.062     51.581     53.783
      9.324     48.090     82.028     71.387     80.918     51.357     53.584
      9.325     48.170     82.079     71.440     80.774     51.133     53.385
      9.326     48.251     82.130     71.494     80.631     50.909     53.187
      9.327     48.332     82.181     71.547     80.487     50.686     52.989
      9.328     48.412     82.231     71.600     80.344     50.463     52.792
      9.329     48.492     82.282     71.652     80.200     50.241     52.594
      9.330     48.572     82.332     71.705     80.057     50.018     52.397
      9.331     48.652     82.382     71.757     79.913     49.797     52.200
      9.332     48.732     82.431     71.809     79.770     49.575     52.003
      9.333     48.812     82.481     71.861     79.626     49.354     51.807
      9.334     48.892     82.530     71.913     79.483     49.133     51.611
      9.335     48.971     82.579     71.964     79.340     48.912     51.415
      9.336     49.050     82.628     72.016     79.197     48.692     51.219
      9.337     49.129     82.677     72.067     79.053     48.472     51.024
      9.338     49.208     82.725     72.118     78.910     48.252     50.829
      9.339     49.287     82.773     72.168     78.767     48.032     50.634
      9.340     49.366     82.821     72.219     78.624     47.813     50.439
      9.341     49.444     82.869     72.269     78.481     47.595     50.245
      9.342     49.523     82.916     72.319     78.338     47.376     50.050
      9.343     49.601     82.963     72.369     78.195     47.158     49.856
      9.344     49.679     83.011     72.419     78.052     46.940     49.663
      9.345     49.757     83.057     72.469     77.909     46.722     49.469
      9.346     49.835     83.104     72.518     77.767     46.505     49.276
      9.347     49.913     83.150     72.567     77.624     46.288     49.083
      9.348     49.990     83.197     72.616     77.481     46.071     48.890
      9.349     50.068     83.242     72.665     77.338     45.855     48.698
      9.350     50.145     83.288     72.714     77.196     45.639     48.506
      9.351     50.222     83.334     72.762     77.053     45.423     48.314
      9.352     50.299     83.379     72.810     76.910     45.208     48.122
      9.353     50.376     83.424     72.858     76.768     44.992     47.930
      9.354     50.453     83.469     72.906     76.625     44.778     47.739
      9.355     50.529     83.514     72.954     76.483     44.563     47.548
      9.356     50.606     83.558     73.001     76.340     44.349     47.357
      9.357     50.682     83.602     73.048     76.198     44.135     47.166
      9.358     50.758     83.646     73.096     76.055     43.921     46.976
      9.359     50.834     83.690     73.142     75.913     43.707     46.786
      9.360     50.910     83.734     73.189     75.771     43.494     46.596
      9.361     50.985     83.777     73.236     75.628     43.281     46.406
      9.362     51.061     83.820     73.282     75.486     43.069     46.217
      9.363     51.136     83.863     73.328     75.344     42.856     46.028
      9.364     51.212     83.906     73.374     75.201     42.644     45.839
      9.365     51.287     83.949     73.420     75.059     42.432     45.650
      9.366     51.362     83.991     73.465     74.917     42.221     45.461
      9.367     51.437     84.033     73.511     74.775     42.010     45.273
      9.368     51.511     84.075     73.556     74.633     41.799     45.085
      9.369     51.586     84.117     73.601     74.491     41.588     44.897
      9.370     51.660     84.158     73.646     74.349     41.377     44.709
      9.371     51.735     84.199     73.690     74.207     41.167     44.521
      9.372     51.809     84.241     73.735     74.065     40.957     44.334
      9.373     51.883     84.281     73.779     73.923     40.748     44.147
      9.374     51.957     84.322     73.823     73.781     40.539     43.960
      9.375     52.030     84.362     73.867     73.639     40.329     43.774
      9.376     52.104     84.403     73.910     73.497     40.121     43.587
      9.377     52.177     84.443     73.954     73.355     39.912     43.401
      9.378     52.251     84.483     73.997     73.213     39.704     43.215
      9.379     52.324     84.522     74.040     73.071     39.496     43.029
      9.380     52.397     84.562     74.083     72.930     39.288     42.844
      9.381     52.470     84.601     74.126     72.788     39.081     42.658
      9.382     52.542     84.640     74.169     72.646     38.873     42.473
      9.383     52.615     84.678     74.211     72.504     38.666     42.288
      9.384     52.687     84.717     74.253     72.363     38.460     42.103
      9.385     52.760     84.755     74.295     72.221     38.253     41.919
      9.386     52.832     84.794     74.337     72.079     38.047     41.734
      9.387     52.904     84.831     74.379     71.938     37.841     41.550
      9.388     52.976     84.869     74.420     71.796     37.635     41.366
      9.389     53.047     84.907     74.461     71.654     37.430     41.182
      9.390     53.119     84.944     74.503     71.513     37.225     40.999
      9.391     53.190     84.981     74.543     71.371     37.020     40.816
      9.392     53.262     85.018     74.584     71.230     36.815     40.632
      9.393     53.333     85.055     74.625     71.088     36.611     40.449
      9.394     53.404     85.091     74.665     70.947     36.406     40.267
      9.395     53.475     85.128     74.705     70.805     36.203     40.084
      9.396     53.545     85.164     74.745     70.664     35.999     39.902
      9.397     53.616     85.200     74.785     70.522     35.795     39.720
      9.398     53.687     85.235     74.825     70.381     35.592     39.538
      9.399     53.757     85.271     74.864     70.240     35.389     39.356
      9.400     53.827     85.306     74.903     70.098     35.187     39.174
      9.401     53.897     85.341     74.942     69.957     34.984     38.993
      9.402     53.967     85.376     74.981     69.816     34.782     38.812
      9.403     54.037     85.411     75.020     69.674     34.580     38.631
      9.404     54.106     85.445     75.059     69.533     34.378     38.450
      9.405     54.176     85.479     75.097     69.392     34.177     38.269
      9.406     54.245     85.514     75.135     69.250     33.975     38.089
      9.407     54.314     85.547     75.173     69.109     33.774     37.908
      9.408     54.383     85.581     75.211     68.968     33.573     37.728
      9.409     54.452     85.615     75.249     68.826     33.373     37.548
      9.410     54.521     85.648     75.286     68.685     33.172     37.369
      9.411     54.590     85.681     75.323     68.544     32.972     37.189
      9.412     54.658     85.714     75.360     68.403     32.772     37.010
      9.413     54.726     85.746     75.397     68.262     32.573     36.831
      9.414     54.795     85.779     75.434     68.120     32.373     36.652
      9.415     54.863     85.811     75.471     67.979     32.174     36.473
      9.416     54.930     85.843     75.507     67.838     31.975     36.294
      9.417     54.998     85.875     75.543     67.697     31.776     36.116
      9.418     55.066     85.907     75.579     67.556     31.578     35.937
      9.419     55.133     85.938     75.615     67.415     31.380     35.759
      9.420     55.201     85.970     75.651     67.274     31.182     35.581
      9.421     55.268     86.001     75.686     67.133     30.984     35.404
      9.422     55.335     86.032     75.722     66.991     30.786     35.226
      9.423     55.402     86.062     75.757     66.850     30.589     35.049
      9.424     55.469     86.093     75.792     66.709     30.392     34.872
      9.425     55.535     86.123     75.827     66.568     30.195     34.695
      9.426     55.602     86.153     75.861     66.427     29.998     34.518
      9.427     55.668     86.183     75.896     66.286     29.801     34.341
      9.428     55.734     86.213     75.930     66.145     29.605     34.164
      9.429     55.800     86.242     75.964     66.004     29.409     33.988
      9.430     55.866     86.272     75.998     65.863     29.213     33.812
      9.431     55.932     86.301     76.031     65.722     29.018     33.636
      9.432     55.998     86.330     76.065     65.581     28.822     33.460
      9.433     56.063     86.358     76.098     65.440     28.627     33.284
      9.434     56.129     86.387     76.132     65.299     28.432     33.109
      9.435     56.194     86.415     76.165     65.158     28.237     32.934
      9.436     56.259     86.443     76.197     65.017     28.043     32.758
      9.437     56.324     86.471     76.230     64.876     27.848     32.583
      9.438     56.389     86.499     76.263     64.735     27.654     32.409
      9.439     56.453     86.527     76.295     64.594     27.460     32.234
      9.440     56.518     86.554     76.327     64.453     27.267     32.059
      9.441     56.582     86.581     76.359     64.312     27.073     31.885
      9.442     56.647     86.608     76.391     64.171     26.880     31.711
      9.443     56.711     86.635     76.423     64.030     26.687     31.537
      9.444     56.775     86.661     76.454     63.889     26.494     31.363
      9.445     56.838     86.688     76.485     63.748     26.301     31.189
      9.446     56.902     86.714     76.516     63.607     26.109     31.016
      9.447     56.966     86.740     76.547     63.466     25.916     30.842
      9.448     57.029     86.766     76.578     63.325     25.724     30.669
      9.449     57.092     86.792     76.609     63.184     25.532     30.496
      9.450     57.155     86.817     76.639     63.043     25.341     30.323
      9.451     57.218     86.842     76.669     62.902     25.149     30.150
      9.452     57.281     86.867     76.699     62.761     24.958     29.978
      9.453     57.344     86.892     76.729     62.620     24.767     29.805
      9.454     57.406     86.917     76.759     62.479     24.576     29.633
      9.455     57.469     86.941     76.788     62.338     24.385     29.461
      9.456     57.531     86.966     76.818     62.197     24.195     29.289
      9.457     57.593     86.990     76.847     62.056     24.005     29.117
      9.458     57.655     87.014     76.876     61.915     23.815     28.946
      9.459     57.717     87.037     76.905     61.774     23.625     28.774
      9.460     57.779     87.061     76.934     61.633     23.435     28.603
      9.461     57.840     87.084     76.962     61.492     23.246     28.432
      9.462     57.902     87.107     76.990     61.351     23.056     28.261
      9.463     57.963     87.130     77.019     61.210     22.867     28.090
      9.464     58.024     87.153     77.047     61.069     22.678     27.919
      9.465     58.085     87.176     77.075     60.928     22.490     27.748
      9.466     58.146     87.198     77.102     60.787     22.301     27.578
      9.467     58.207     87.220     77.130     60.646     22.113     27.408
      9.468     58.267     87.242     77.157     60.505     21.925     27.238
      9.469     58.328     87.264     77.184     60.364     21.737     27.068
      9.470     58.388     87.286     77.211     60.223     21.549     26.898
      9.471     58.448     87.307     77.238     60.082     21.362     26.728
      9.472     58.508     87.328     77.265     59.941     21.174     26.558
      9.473     58.568     87.350     77.291     59.800     20.987     26.389
      9.474     58.628     87.370     77.317     59.659     20.800     26.220
      9.475     58.687     87.391     77.343     59.518     20.613     26.051
      9.476     58.747     87.412     77.369     59.376     20.427     25.882
      9.477     58.806     87.432     77.395     59.235     20.240     25.713
      9.478     58.865     87.452     77.421     59.094     20.054     25.544
      9.479     58.924     87.472     77.446     58.953     19.868     25.376
      9.480     58.983     87.492     77.472     58.812     19.682     25.207
      9.481     59.042     87.511     77.497     58.671     19.497     25.039
      9.482     59.101     87.531     77.522     58.530     19.311     24.871
      9.483     59.159     87.550     77.546     58.388     19.126     24.703
      9.484     59.217     87.569     77.571     58.247     18.941     24.535
      9.485     59.276     87.588     77.596     58.106     18.756     24.367
      9.486     59.334     87.607     77.620     57.965     18.571     24.200
      9.487     59.392     87.625     77.644     57.824     18.387     24.032
      9.488     59.449     87.643     77.668     57.682     18.202     23.865
      9.489     59.507     87.662     77.692     57.541     18.018     23.698
      9.490     59.564     87.679     77.715     57.400     17.834     23.531
      9.491     59.622     87.697     77.739     57.258     17.650     23.364
      9.492     59.679     87.715     77.762     57.117     17.467     23.197
      9.493     59.736     87.732     77.785     56.976     17.283     23.031
      9.494     59.793     87.749     77.808     56.835     17.100     22.864
      9.495     59.850     87.766     77.831     56.693     16.917     22.698
      9.496     59.906     87.783     77.853     56.552     16.734     22.532
      9.497     59.963     87.800     77.876     56.410     16.551     22.366
      9.498     60.019     87.816     77.898     56.269     16.368     22.200
      9.499     60.075     87.833     77.920     56.128     16.186     22.034
      9.500     60.131     87.849     77.942     55.986     16.004     21.869
      9.501     60.187     87.865     77.964     55.845     15.822     21.703
      9.502     60.243     87.880     77.986     55.703     15.640     21.538
      9.503     60.299     87.896     78.007     55.562     15.458     21.373
      9.504     60.354     87.911     78.028     55.420     15.277     21.208
      9.505     60.409     87.926     78.050     55.279     15.095     21.043
      9.506     60.465     87.941     78.071     55.137     14.914     20.878
      9.507     60.520     87.956     78.091     54.996     14.733     20.713
      9.508     60.575     87.971     78.112     54.854     14.552     20.548
      9.509     60.629     87.985     78.132     54.712     14.372     20.384
      9.510     60.684     88.000     78.153     54.571     14.191     20.220
      9.511     60.739     88.014     78.173     54.429     14.011     20.056
      9.512     60.793     88.028     78.193     54.287     13.831     19.892
      9.513     60.847     88.041     78.213     54.146     13.651     19.728
      9.514     60.901     88.055     78.232     54.004     13.471     19.564
      9.515     60.955     88.068     78.252     53.862     13.291     19.400
      9.516     61.009     88.081     78.271     53.721     13.112     19.237
      9.517     61.063     88.095     78.290     53.579     12.932     19.073
      9.518     61.116     88.107     78.309     53.437     12.753     18.910
      9.519     61.169     88.120     78.328     53.295     12.574     18.747
      9.520     61.223     88.133     78.347     53.153     12.396     18.584
      9.521     61.276     88.145     78.365     53.012     12.217     18.421
      9.522     61.329     88.157     78.384     52.870     12.039     18.258
      9.523     61.382     88.169     78.402     52.728     11.860     18.096
      9.524     61.434     88.181     78.420     52.586     11.682     17.933
      9.525     61.487     88.192     78.438     52.444     11.504     17.771
      9.526     61.539     88.204     78.455     52.302     11.326     17.609
      9.527     61.591     88.215     78.473     52.160     11.149     17.446
      9.528     61.643     88.226     78.490     52.018     10.971     17.284
      9.529     61.695     88.237     78.507     51.876     10.794     17.123
      9.530     61.747     88.248     78.524     51.734     10.617     16.961
      9.531     61.799     88.258     78.541     51.592     10.440     16.799
      9.532     61.850     88.268     78.558     51.449     10.263     16.638
      9.533     61.902     88.279     78.575     51.307     10.087     16.476
      9.534     61.953     88.289     78.591     51.165      9.910     16.315
      9.535     62.004     88.298     78.607     51.023      9.734     16.154
      9.536     62.055     88.308     78.623     50.881      9.558     15.993
      9.537     62.106     88.318     78.639     50.738      9.382     15.832
      9.538     62.156     88.327     78.655     50.596      9.206     15.671
      9.539     62.207     88.336     78.671     50.454      9.031     15.511
      9.540     62.257     88.345     78.686     50.311      8.855     15.350
      9.541     62.308     88.354     78.701     50.169      8.680     15.190
      9.542     62.358     88.362     78.716     50.027      8.505     15.030
      9.543     62.408     88.371     78.731     49.884      8.330     14.870
      9.544     62.457     88.379     78.746     49.742      8.155     14.710
      9.545     62.507     88.387     78.761     49.599      7.980     14.550
      9.546     62.557     88.395     78.775     49.457      7.806     14.390
      9.547     62.606     88.403     78.790     49.314      7.632     14.230
      9.548     62.655     88.410     78.804     49.171      7.457     14.071
      9.549     62.704     88.418     78.818     49.029      7.283     13.911
      9.550     62.753     88.425     78.831     48.886      7.110     13.752
      9.551     62.802     88.432     78.845     48.743      6.936     13.593
      9.552     62.851     88.439     78.859     48.601      6.762     13.434
      9.553     62.899     88.445     78.872     48.458      6.589     13.275
      9.554     62.948     88.452     78.885     48.315      6.416     13.116
      9.555     62.996     88.458     78.898     48.172      6.243     12.958
      9.556     63.044     88.464     78.911     48.030      6.070     12.799
      9.557     63.092     88.470     78.924     47.887      5.897     12.641
      9.558     63.140     88.476     78.936     47.744      5.725     12.482
      9.559     63.188     88.482     78.949     47.601      5.553     12.324
      9.560     63.235     88.487     78.961     47.458      5.380     12.166
      9.561     63.282     88.492     78.973     47.315      5.208     12.008
      9.562     63.330     88.498     78.985     47.172      5.036     11.850
      9.563     63.377     88.503     78.997     47.029      4.865     11.693
      9.564     63.424     88.507     79.008     46.886      4.693     11.535
      9.565     63.471     88.512     79.020     46.743      4.522     11.378
      9.566     63.517     88.516     79.031     46.600      4.351     11.220
      9.567     63.564     88.521     79.042     46.456      4.179     11.063
      9.568     63.610     88.525     79.053     46.313      4.009     10.906
      9.569     63.656     88.529     79.064     46.170      3.838     10.749
      9.570     63.702     88.532     79.075     46.027      3.667     10.592
      9.571     63.748     88.536     79.085     45.883      3.497     10.435
      9.572     63.794     88.539     79.096     45.740      3.326     10.279
      9.573     63.840     88.543     79.106     45.597      3.156     10.122
      9.574     63.885     88.546     79.116     45.453      2.986      9.966
      9.575     63.931     88.549     79.126     45.310      2.817      9.810
      9.576     63.976     88.551     79.136     45.166      2.647      9.653
      9.577     64.021     88.554     79.145     45.023      2.478      9.497
      9.578     64.066     88.556     79.155     44.879      2.308      9.341
      9.579     64.111     88.558     79.164     44.736      2.139      9.186
      9.580     64.156     88.561     79.173     44.592      1.970      9.030
      9.581     64.200     88.562     79.182     44.448      1.801      8.874
      9.582     64.244     88.564     79.191     44.305      1.633      8.719
      9.583     64.289     88.566     79.199     44.161      1.464      8.564
      9.584     64.333     88.567     79.208     44.017      1.296      8.409
      9.585     64.377     88.568     79.216     43.874      1.128      8.253
      9.586     64.421     88.569     79.224     43.730      0.960      8.098
      9.587     64.464     88.570     79.232     43.586      0.792      7.944
      9.588     64.508     88.571     79.240     43.442      0.624      7.789
      9.589     64.551     88.571     79.248     43.298      0.456      7.634
      9.590     64.594     88.572     79.255     43.154      0.289      7.480
      9.591     64.637     88.572     79.263     43.010      0.122      7.325
      9.592     64.680     88.572     79.270     42.866     -0.045      7.171
      9.593     64.723     88.572     79.277     42.722     -0.212      7.017
      9.594     64.766     88.572     79.284     42.578     -0.379      6.863
      9.595     64.808     88.571     79.291     42.434     -0.545      6.709
      9.596     64.851     88.571     79.298     42.290     -0.712      6.555
      9.597     64.893     88.570     79.304     42.146     -0.878      6.402
      9.598     64.935     88.569     79.310     42.002     -1.044      6.248
      9.599     64.977     88.568     79.317     41.857     -1.210      6.095
      9.600     65.019     88.566     79.323     41.713     -1.376      5.942
      9.601     65.060     88.565     79.328     41.569     -1.542      5.788
      9.602     65.102     88.563     79.334     41.425     -1.707      5.635
      9.603     65.143     88.562     79.340     41.280     -1.872      5.483
      9.604     65.184     88.560     79.345     41.136     -2.038      5.330
      9.605     65.225     88.557     79.350     40.991     -2.203      5.177
      9.606     65.266     88.555     79.355     40.847     -2.367      5.024
      9.607     65.307     88.553     79.360     40.703     -2.532      4.872
      9.608     65.348     88.550     79.365     40.558     -2.696      4.720
      9.609     65.388     88.547     79.370     40.414     -2.861      4.568
      9.610     65.429     88.544     79.374     40.269     -3.025      4.415
      9.611     65.469     88.541     79.379     40.124     -3.189      4.263
      9.612     65.509     88.538     79.383     39.980     -3.353      4.112
      9.613     65.549     88.535     79.387     39.835     -3.517      3.960
      9.614     65.588     88.531     79.391     39.691     -3.680      3.808
      9.615     65.628     88.527     79.395     39.546     -3.843      3.657
      9.616     65.668     88.523     79.398     39.401     -4.007      3.505
      9.617     65.707     88.519     79.402     39.256     -4.170      3.354
      9.618     65.746     88.515     79.405     39.112     -4.333      3.203
      9.619     65.785     88.511     79.408     38.967     -4.495      3.052
      9.620     65.824     88.506     79.411     38.822     -4.658      2.901
      9.621     65.863     88.501     79.414     38.677     -4.820      2.751
      9.622     65.901     88.496     79.416     38.532     -4.983      2.600
      9.623     65.940     88.491     79.419     38.387     -5.145      2.449
      9.624     65.978     88.486     79.421     38.243     -5.307      2.299
      9.625     66.016     88.481     79.424     38.098     -5.468      2.149
      9.626     66.054     88.475     79.426     37.953     -5.630      1.999
      9.627     66.092     88.469     79.428     37.808     -5.791      1.849
      9.628     66.130     88.463     79.429     37.663     -5.953      1.699
      9.629     66.168     88.457     79.431     37.518     -6.114      1.549
      9.630     66.205     88.451     79.432     37.373     -6.275      1.399
      9.631     66.242     88.445     79.434     37.228     -6.435      1.250
      9.632     66.279     88.438     79.435     37.083     -6.596      1.100
      9.633     66.316     88.432     79.436     36.938     -6.757      0.951
      9.634     66.353     88.425     79.437     36.792     -6.917      0.802
      9.635     66.390     88.418     79.438     36.647     -7.077      0.653
      9.636     66.427     88.411     79.438     36.502     -7.237      0.504
      9.637     66.463     88.403     79.439     36.357     -7.397      0.355
      9.638     66.499     88.396     79.439     36.212     -7.557      0.206
      9.639     66.535     88.388     79.439     36.067     -7.716      0.058
      9.640     66.571     88.380     79.439     35.922     -7.875     -0.091
      9.641     66.607     88.373     79.439     35.776     -8.035     -0.239
      9.642     66.643     88.364     79.438     35.631     -8.194     -0.387
      9.643     66.679     88.356     79.438     35.486     -8.352     -0.535
      9.644     66.714     88.348     79.437     35.341     -8.511     -0.683
      9.645     66.749     88.339     79.437     35.195     -8.670     -0.831
      9.646     66.784     88.330     79.436     35.050     -8.828     -0.979
      9.647     66.819     88.321     79.435     34.905     -8.986     -1.126
      9.648     66.854     88.312     79.434     34.760     -9.144     -1.274
      9.649     66.889     88.303     79.432     34.614     -9.302     -1.421
      9.650     66.923     88.294     79.431     34.469     -9.460     -1.568
      9.651     66.958     88.284     79.429     34.324     -9.618     -1.715
      9.652     66.992     88.275     79.427     34.178     -9.775     -1.862
      9.653     67.026     88.265     79.425     34.033     -9.932     -2.009
      9.654     67.060     88.255     79.423     33.888    -10.090     -2.156
      9.655     67.094     88.245     79.421     33.743    -10.246     -2.302
      9.656     67.128     88.234     79.419     33.597    -10.403     -2.449
      9.657     67.161     88.224     79.416     33.452    -10.560     -2.595
      9.658     67.195     88.213     79.413     33.307    -10.716     -2.741
      9.659     67.228     88.202     79.411     33.161    -10.873     -2.887
      9.660     67.261     88.191     79.408     33.016    -11.029     -3.033
      9.661     67.294     88.180     79.405     32.871    -11.185     -3.179
      9.662     67.327     88.169     79.401     32.726    -11.341     -3.325
      9.663     67.359     88.158     79.398     32.580    -11.497     -3.471
      9.664     67.392     88.146     79.394     32.435    -11.652     -3.616
      9.665     67.424     88.134     79.391     32.290    -11.807     -3.761
      9.666     67.456     88.122     79.387     32.144    -11.963     -3.907
      9.667     67.488     88.110     79.383     31.999    -12.118     -4.052
      9.668     67.520     88.098     79.379     31.854    -12.273     -4.197
