#         t          x          y          z         vx         vy         vz
      3.263    184.138    -49.806     65.731    -41.341    -66.014    -63.797
      3.264    184.097    -49.872     65.667    -41.463    -65.971    -63.835
      3.265    184.056    -49.938     65.603    -41.586    -65.928    -63.873
      3.266    184.014    -50.004     65.539    -41.708    -65.885    -63.911
      3.267    183.972    -50.069     65.475    -41.830    -65.843    -63.949
      3.268    183.930    -50.135     65.411    -41.953    -65.800    -63.986
      3.269    183.888    -50.201     65.347    -42.075    -65.757    -64.024
      3.270    183.846    -50.267     65.283    -42.198    -65.714    -64.062
      3.271    183.804    -50.332     65.219    -42.320    -65.670    -64.100
      3.272    183.761    -50.398     65.155    -42.443    -65.627    -64.137
      3.273    183.719    -50.464     65.091    -42.565    -65.584    -64.175
      3.274    183.676    -50.529     65.026    -42.688    -65.541    -64.213
      3.275    183.634    -50.595     64.962    -42.810    -65.497    -64.250
      3.276    183.591    -50.660     64.898    -42.933    -65.454    -64.288
      3.277    183.548    -50.726     64.834    -43.056    -65.411    -64.325
      3.278    183.505    -50.791     64.769    -43.178    -65.367    -64.363
      3.279    183.461    -50.856     64.705    -43.301    -65.323    -64.401
      3.280    183.418    -50.922     64.641    -43.424    -65.280    -64.438
      3.281    183.375    -50.987     64.576    -43.546    -65.236    -64.475
      3.282    183.331    -51.052     64.512    -43.669    -65.192    -64.513
      3.283    183.287    -51.117     64.447    -43.792    -65.149    -64.550
      3.284    183.243    -51.183     64.382    -43.915    -65.105    -64.588
      3.285    183.199    -51.248     64.318    -44.038    -65.061    -64.625
      3.286    183.155    -51.313     64.253    -44.161    -65.017    -64.663
      3.287    183.111    -51.378     64.189    -44.284    -64.973    -64.700
      3.288    183.067    -51.443     64.124    -44.407    -64.929    -64.737
      3.289    183.022    -51.508     64.059    -44.530    -64.884    -64.775
      3.290    182.978    -51.572     63.994    -44.653    -64.840    -64.812
      3.291    182.933    -51.637     63.929    -44.776    -64.796    -64.849
      3.292    182.888    -51.702     63.865    -44.899    -64.752    -64.886
      3.293    182.843    -51.767     63.800    -45.022    -64.707    -64.923
      3.294    182.798    -51.831     63.735    -45.145    -64.663    -64.961
      3.295    182.753    -51.896     63.670    -45.268    -64.618    -64.998
      3.296    182.707    -51.961     63.605    -45.391    -64.574    -65.035
      3.297    182.662    -52.025     63.540    -45.514    -64.529    -65.072
      3.298    182.616    -52.090     63.475    -45.638    -64.484    -65.109
      3.299    182.571    -52.154     63.409    -45.761    -64.439    -65.146
      3.300    182.525    -52.219     63.344    -45.884    -64.395    -65.183
      3.301    182.479    -52.283     63.279    -46.008    -64.350    -65.220
      3.302    182.433    -52.347     63.214    -46.131    -64.305    -65.257
      3.303    182.387    -52.412     63.149    -46.254    -64.260    -65.294
      3.304    182.340    -52.476     63.083    -46.378    -64.215    -65.331
      3.305    182.294    -52.540     63.018    -46.501    -64.169    -65.368
      3.306    182.247    -52.604     62.953    -46.625    -64.124    -65.405
      3.307    182.201    -52.668     62.887    -46.748    -64.079    -65.442
      3.308    182.154    -52.732     62.822    -46.872    -64.034    -65.479
      3.309    182.107    -52.796     62.756    -46.995    -63.988    -65.516
      3.310    182.060    -52.860     62.691    -47.119    -63.943    -65.552
      3.311    182.013    -52.924     62.625    -47.243    -63.897    -65.589
      3.312    181.965    -52.988     62.559    -47.366    -63.852    -65.626
      3.313    181.918    -53.052     62.494    -47.490    -63.806    -65.663
      3.314    181.870    -53.116     62.428    -47.614    -63.760    -65.699
      3.315    181.823    -53.179     62.362    -47.737    -63.715    -65.736
      3.316    181.775    -53.243     62.297    -47.861    -63.669    -65.773
      3.317    181.727    -53.307     62.231    -47.985    -63.623    -65.810
      3.318    181.679    -53.370     62.165    -48.109    -63.577    -65.846
      3.319    181.631    -53.434     62.099    -48.233    -63.531    -65.883
      3.320    181.583    -53.497     62.033    -48.357    -63.485    -65.919
      3.321    181.534    -53.561     61.967    -48.481    -63.439    -65.956
      3.322    181.486    -53.624     61.901    -48.605    -63.393    -65.992
      3.323    181.437    -53.688     61.835    -48.729    -63.346    -66.029
      3.324    181.388    -53.751     61.769    -48.853    -63.300    -66.065
      3.325    181.339    -53.814     61.703    -48.977    -63.254    -66.102
      3.326    181.290    -53.877     61.637    -49.101    -63.207    -66.138
      3.327    181.241    -53.941     61.571    -49.225    -63.161    -66.175
      3.328    181.192    -54.004     61.505    -49.349    -63.114    -66.211
      3.329    181.142    -54.067     61.439    -49.473    -63.068    -66.248
      3.330    181.093    -54.130     61.372    -49.597    -63.021    -66.284
      3.331    181.043    -54.193     61.306    -49.722    -62.974    -66.320
      3.332    180.993    -54.256     61.240    -49.846    -62.927    -66.357
      3.333    180.943    -54.319     61.173    -49.970    -62.881    -66.393
      3.334    180.893    -54.382     61.107    -50.095    -62.834    -66.429
      3.335    180.843    -54.444     61.040    -50.219    -62.787    -66.465
      3.336    180.793    -54.507     60.974    -50.343    -62.740    -66.502
      3.337    180.743    -54.570     60.907    -50.468    -62.692    -66.538
      3.338    180.692    -54.633     60.841    -50.592    -62.645    -66.574
      3.339    180.641    -54.695     60.774    -50.717    -62.598    -66.610
      3.340    180.591    -54.758     60.708    -50.841    -62.551    -66.646
      3.341    180.540    -54.820     60.641    -50.966    -62.503    -66.682
      3.342    180.489    -54.883     60.574    -51.091    -62.456    -66.719
      3.343    180.437    -54.945     60.507    -51.215    -62.408    -66.755
      3.344    180.386    -55.008     60.441    -51.340    -62.361    -66.791
      3.345    180.335    -55.070     60.374    -51.465    -62.313    -66.827
      3.346    180.283    -55.132     60.307    -51.589    -62.265    -66.863
      3.347    180.232    -55.194     60.240    -51.714    -62.218    -66.899
      3.348    180.180    -55.257     60.173    -51.839    -62.170    -66.935
      3.349    180.128    -55.319     60.106    -51.964    -62.122    -66.971
      3.350    180.076    -55.381     60.039    -52.089    -62.074    -67.006
      3.351    180.024    -55.443     59.972    -52.214    -62.026    -67.042
      3.352    179.972    -55.505     59.905    -52.339    -61.978    -67.078
      3.353    179.919    -55.567     59.838    -52.464    -61.930    -67.114
      3.354    179.867    -55.629     59.771    -52.589    -61.881    -67.150
      3.355    179.814    -55.691     59.704    -52.714    -61.833    -67.186
      3.356    179.761    -55.753     59.637    -52.839    -61.785    -67.221
      3.357    179.708    -55.814     59.569    -52.964    -61.736    -67.257
      3.358    179.655    -55.876     59.502    -53.089    -61.688    -67.293
      3.359    179.602    -55.938     59.435    -53.214    -61.639    -67.329
      3.360    179.549    -55.999     59.367    -53.339    -61.591    -67.364
      3.361    179.495    -56.061     59.300    -53.465    -61.542    -67.400
      3.362    179.442    -56.122     59.233    -53.590    -61.493    -67.435
      3.363    179.388    -56.184     59.165    -53.715    -61.444    -67.471
      3.364    179.334    -56.245     59.098    -53.841    -61.396    -67.507
      3.365    179.281    -56.307     59.030    -53.966    -61.347    -67.542
      3.366    179.227    -56.368     58.963    -54.091    -61.298    -67.578
      3.367    179.172    -56.429     58.895    -54.217    -61.249    -67.613
      3.368    179.118    -56.490     58.827    -54.342    -61.199    -67.649
      3.369    179.064    -56.552     58.760    -54.468    -61.150    -67.684
      3.370    179.009    -56.613     58.692    -54.594    -61.101    -67.720
      3.371    178.954    -56.674     58.624    -54.719    -61.052    -67.755
      3.372    178.900    -56.735     58.557    -54.845    -61.002    -67.790
      3.373    178.845    -56.796     58.489    -54.971    -60.953    -67.826
      3.374    178.790    -56.857     58.421    -55.096    -60.903    -67.861
      3.375    178.735    -56.918     58.353    -55.222    -60.854    -67.897
      3.376    178.679    -56.978     58.285    -55.348    -60.804    -67.932
      3.377    178.624    -57.039     58.217    -55.474    -60.754    -67.967
      3.378    178.568    -57.100     58.149    -55.599    -60.704    -68.002
      3.379    178.513    -57.161     58.081    -55.725    -60.654    -68.038
      3.380    178.457    -57.221     58.013    -55.851    -60.605    -68.073
      3.381    178.401    -57.282     57.945    -55.977    -60.554    -68.108
      3.382    178.345    -57.342     57.877    -56.103    -60.504    -68.143
      3.383    178.289    -57.403     57.809    -56.229    -60.454    -68.178
      3.384    178.232    -57.463     57.741    -56.356    -60.404    -68.213
      3.385    178.176    -57.524     57.672    -56.482    -60.354    -68.249
      3.386    178.120    -57.584     57.604    -56.608    -60.303    -68.284
      3.387    178.063    -57.644     57.536    -56.734    -60.253    -68.319
      3.388    178.006    -57.704     57.467    -56.860    -60.202    -68.354
      3.389    177.949    -57.765     57.399    -56.987    -60.152    -68.389
      3.390    177.892    -57.825     57.331    -57.113    -60.101    -68.424
      3.391    177.835    -57.885     57.262    -57.239    -60.051    -68.459
      3.392    177.778    -57.945     57.194    -57.366    -60.000    -68.494
      3.393    177.720    -58.005     57.125    -57.492    -59.949    -68.528
      3.394    177.663    -58.065     57.057    -57.619    -59.898    -68.563
      3.395    177.605    -58.125     56.988    -57.745    -59.847    -68.598
      3.396    177.547    -58.184     56.919    -57.872    -59.796    -68.633
      3.397    177.489    -58.244     56.851    -57.998    -59.745    -68.668
      3.398    177.431    -58.304     56.782    -58.125    -59.694    -68.703
      3.399    177.373    -58.364     56.713    -58.251    -59.643    -68.737
      3.400    177.315    -58.423     56.645    -58.378    -59.591    -68.772
      3.401    177.256    -58.483     56.576    -58.505    -59.540    -68.807
      3.402    177.198    -58.542     56.507    -58.632    -59.488    -68.842
      3.403    177.139    -58.602     56.438    -58.759    -59.437    -68.876
      3.404    177.080    -58.661     56.369    -58.885    -59.385    -68.911
      3.405    177.021    -58.721     56.300    -59.012    -59.334    -68.946
